BT,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11
207.5,0.00462082294,0.80786624,2.42876411,6.31190221,10.1213635,15.3221483,21.0999078,27.9231821
207.75,0.00471811915,0.818524672,2.45639988,6.37260489,10.2091605,15.4411767,21.2481407,28.0990021
208.0,0.00481722619,0.8292978540000001,2.4842827,6.43374367,10.297506,15.5608426,21.3970587,28.2755099
208.25,0.004918173079999999,0.840186715,2.5124141,6.49532043,10.386401699999999,15.6811476,21.546663,28.4527059
208.5,0.00502098921,0.851192185,2.54079562,6.55733708,10.4758496,15.8020932,21.6969546,28.630590899999998
208.75,0.00512570437,0.8623152009999999,2.56942878,6.61979554,10.565851499999999,15.923681,21.847934600000002,28.8091653
209.0,0.00523234872,0.873556705,2.59831514,6.68269769,10.6564091,16.045912599999998,21.9996043,28.988429800000002
209.25,0.00534095284,0.8849176409999999,2.62745623,6.74604544,10.747524499999999,16.1687894,22.1519647,29.1683849
209.5,0.00545154769,0.89639896,2.6568536,6.8098407,10.8391993,16.292313,22.3050168,29.3490312
209.75,0.00556416465,0.908001615,2.68650881,6.87408538,10.9314355,16.4164849,22.4587618,29.530369399999994
210.0,0.005678835500000001,0.919726567,2.71642341,6.93878137,11.0242349,16.5413067,22.6132008,29.712399800000004
210.25,0.0057955924200000005,0.931574777,2.74659896,7.00393059,11.1175993,16.6667798,22.7683349,29.8951232
210.5,0.00591446802,0.9435472159999999,2.77703702,7.06953493,11.211530499999999,16.792905800000003,22.924165,30.078540000000004
210.75,0.00603549532,0.9556448540000001,2.80773917,7.13559632,11.306030400000001,16.9196861,23.0806924,30.262650800000003
211.0,0.00615870777,0.96786867,2.83870698,7.20211665,11.4011008,17.0471224,23.237918,30.447456199999998
211.25,0.00628413924,0.9802196440000001,2.86994202,7.26909783,11.4967435,17.175216100000004,23.395843,30.6329566
211.5,0.00641182402,0.9926987629999999,2.90144587,7.33654178,11.5929603,17.3039686,23.554468300000003,30.819152600000002
211.75,0.006541796870000001,1.00530702,2.93322011,7.4044504,11.6897531,17.4333815,23.7137951,31.006044800000005
212.0,0.00667409296,1.0180454,2.96526634,7.47282559,11.787123699999999,17.5634563,23.873824300000003,31.193633600000002
212.25,0.006808747909999999,1.03091492,2.99758614,7.54166928,11.8850739,17.694194399999997,24.034557,31.381919500000002
212.5,0.00694579778,1.04391657,3.03018112,7.61098336,11.9836055,17.8255973,24.195994199999998,31.570903100000002
212.75,0.00708527912,1.05705136,3.06305286,7.68076975,12.0827203,17.957666500000002,24.358137,31.760584899999998
213.0,0.0072272288799999996,1.07032031,3.09620297,7.75103035,12.1824201,18.0904035,24.520986399999998,31.950965399999998
213.25,0.007371684509999999,1.08372443,3.12963306,7.82176709,12.282706800000001,18.2238098,24.6845434,32.142045
213.5,0.00751868392,1.09726475,3.16334474,7.89298186,12.3835821,18.357886699999998,24.848809,32.333824199999995
213.75,0.00766826547,1.1109423,3.19733963,7.96467657,12.4850478,18.492635699999997,25.0137842,32.5263035
214.0,0.00782046801,1.12475809,3.23161933,8.03685315,12.587105699999999,18.628058399999997,25.179470000000002,32.7194835
214.25,0.00797533087,1.13871318,3.26618547,8.10951349,12.6897577,18.7641561,25.3458674,32.9133645
214.5,0.00813289384,1.1528086,3.30103967,8.18265951,12.7930055,18.9009302,25.512977399999997,33.107947100000004
214.75,0.00829319723,1.16704539,3.33618357,8.25629312,12.8968509,19.038382300000002,25.680801000000002,33.3032316
215.0,0.00845628182,1.1814246,3.3716188,8.33041622,13.0012957,19.176513800000002,25.8493391,33.4992186
215.25,0.00862218889,1.19594729,3.40734698,8.40503074,13.1063416,19.315326000000002,26.0185928,33.6959085
215.5,0.008790960209999999,1.21061452,3.44336977,8.48013857,13.211990599999998,19.4548204,26.188562899999997,33.8933017
215.75,0.00896263808,1.22542735,3.4796888,8.55574162,13.318244199999999,19.594998399999998,26.359250399999997,34.0913987
216.0,0.00913726527,1.24038684,3.51630571,8.63184182,13.425104399999999,19.7358615,26.5306564,34.290199900000005
216.25,0.009314885109999999,1.25549407,3.55322217,8.70844106,13.5325729,19.877411,26.7027817,34.489705799999996
216.5,0.009495541409999999,1.27075011,3.59043981,8.78554125,13.6406514,20.0196483,26.875627299999998,34.689916700000005
216.75,0.009679278520000001,1.28615605,3.62796031,8.86314431,13.749341699999999,20.1625749,27.049194099999998,34.8908331
217.0,0.00986614132,1.30171296,3.66578531,8.94125215,13.8586457,20.3061921,27.2234831,35.0924554
217.25,0.0100561752,1.31742195,3.70391647,9.01986666,13.9685649,20.4505014,27.3984952,35.294784
217.5,0.0102494261,1.33328409,3.74235548,9.09898976,14.079101300000001,20.595504000000002,27.5742313,35.4978194
217.75,0.0104459406,1.34930049,3.78110399,9.17862335,14.1902566,20.741201399999998,27.7506923,35.70156179999999
218.0,0.0106457656,1.36547226,3.82016369,9.25876935,14.302032500000001,20.8875951,27.927879100000002,35.9060117
218.25,0.010848948700000001,1.3818005,3.85953623,9.33942966,14.4144307,21.0346862,28.105792699999995,36.1111696
218.5,0.0110555381,1.39828632,3.89922332,9.42060618,14.527453099999999,21.1824763,28.284433899999996,36.317035700000005
218.75,0.0112655825,1.41493083,3.93922662,9.50230082,14.6411013,21.330966600000004,28.4638037,36.5236104
219.0,0.011479131100000001,1.43173517,3.97954783,9.58451549,14.7553772,21.480158499999998,28.643902899999997,36.7308942
219.25,0.011696233799999999,1.44870045,4.02018863,9.66725209,14.870282399999999,21.630053399999998,28.824732399999995,36.9388874
219.5,0.0119169409,1.4658278,4.06115072,9.75051252,14.985818599999998,21.7806526,29.006293,37.1475903
219.75,0.0121413035,1.48311836,4.10243579,9.83429869,15.101987699999999,21.931957500000003,29.188585800000002,37.3570033
220.0,0.0123693731,1.50057326,4.14404555,9.91861249,15.2187913,22.083969399999997,29.3716114,37.5671269
220.25,0.0126012019,1.51819365,4.18598168,10.003455800000001,15.3362312,22.236689600000002,29.555370899999996,37.7779612
220.5,0.0128368426,1.53598067,4.22824591,10.0888306,15.454309099999998,22.3901195,29.739864899999997,37.98950670000001
220.75,0.0130763486,1.55393548,4.27083993,10.1747388,15.5730266,22.5442603,29.9250945,38.20176370000001
221.0,0.013319773899999998,1.57205923,4.31376546,10.2611821,15.6923856,22.699113399999998,30.1110604,38.4147325
221.25,0.013567173,1.59035308,4.35702422,10.3481627,15.8123878,22.8546802,30.297763500000002,38.6284135
221.5,0.013818601100000001,1.6088182,4.40061791,10.435682199999999,15.9330348,23.0109618,30.4852047,38.8428069
221.75,0.014074113999999999,1.62745575,4.44454826,10.5237427,16.054328299999998,23.167959699999997,30.673384600000002,39.0579132
222.0,0.0143337681,1.64626691,4.488817,10.6123461,16.1762701,23.3256751,30.8623042,39.2737326
222.25,0.0145976205,1.66525286,4.53342584,10.7014941,16.298861900000002,23.484109399999998,31.051964299999998,39.4902654
222.5,0.0148657289,1.68441477,4.57837653,10.7911888,16.422105300000002,23.6432637,31.2423657,39.707512
222.75,0.015138151499999999,1.70375384,4.62367078,10.881432,16.5460021,23.803139399999996,31.4335092,39.9254726
223.0,0.0154149475,1.72327125,4.66931034,10.9722256,16.670553899999998,23.9637377,31.6253957,40.144147499999995
223.25,0.0156961763,1.7429682,4.71529694,11.0635715,16.795762399999997,24.12506,31.818025800000004,40.3635371
223.5,0.015981898300000002,1.76284589,4.76163232,11.1554716,16.9216294,24.2871075,32.01140039999999,40.5836415
223.75,0.0162721744,1.78290552,4.80831823,11.247927800000001,17.0481564,24.4498815,32.205520299999996,40.804461200000006
224.0,0.0165670661,1.8031483,4.85535641,11.340942,17.1753452,24.6133832,32.4003863,41.025996299999996
224.25,0.0168666359,1.82357544,4.90274861,11.434516,17.3031975,24.7776139,32.59599910000001,41.2482472
224.5,0.0171709466,1.84418816,4.95049659,11.5286517,17.4317148,24.942574800000003,32.792359499999996,41.4712141
224.75,0.0174800619,1.86498768,4.99860209,11.6233511,17.560899,25.1082672,32.9894683,41.6948972
225.0,0.017794046,1.88597522,5.04706687,11.718616,17.6907516,25.2746923,33.1873263,41.9192969
225.25,0.0181129641,1.90715202,5.09589269,11.8144483,17.8212742,25.4418514,33.3859341,42.1444133
225.5,0.018436881699999998,1.92851931,5.14508132,11.9108499,17.9524687,25.6097456,33.5852926,42.3702468
225.75,0.0187658653,1.95007831,5.19463452,12.0078227,18.0843366,25.7783762,33.785402500000004,42.5967976
226.0,0.019099981999999998,1.97183029,5.24455406,12.105368400000001,18.2168795,25.947744500000002,33.986264399999996,42.8240659
226.25,0.0194392997,1.99377648,5.2948417,12.2034891,18.3500991,26.1178516,34.18787929999999,43.052051899999995
226.5,0.0197838869,2.01591813,5.34549922,12.302186599999999,18.483997100000003,26.288698699999998,34.3902477,43.2807559
226.75,0.0201338128,2.03825651,5.39652839,12.4014627,18.618575,26.460287100000006,34.5933705,43.510178100000005
227.0,0.0204891476,2.06079285,5.447931,12.5013194,18.7538346,26.632618,34.7972482,43.7403188
227.25,0.0208499618,2.08352844,5.49970881,12.6017585,18.8897775,26.8056925,35.001881700000006,43.9711781
227.5,0.021216327000000004,2.10646454,5.55186362,12.7027819,19.0264052,26.9795118,35.2072717,44.2027562
227.75,0.0215883154,2.12960242,5.60439721,12.8043915,19.163719399999998,27.154077100000002,35.413418799999995,44.435053499999995
228.0,0.021966,2.15294335,5.65731136,12.906589,19.3017217,27.3293897,35.6203237,44.66807
228.25,0.0223494545,2.17648862,5.71060786,13.0093765,19.4404138,27.5054506,35.8279872,44.901806
228.5,0.0227387535,2.20023951,5.76428851,13.112755599999998,19.5797973,27.6822611,36.03641,45.136261700000006
228.75,0.0231339721,2.2241973,5.8183551,13.2167285,19.7198737,27.8598223,36.2455926,45.3714372
229.0,0.0235351864,2.2483633,5.87280943,13.3212967,19.860644699999998,28.0381353,36.45553579999999,45.607332799999995
229.25,0.023942473199999998,2.27273879,5.92765329,13.426462400000002,20.0021118,28.217201399999997,36.6662403,45.843948600000004
229.5,0.0243559102,2.29732508,5.98288849,13.5322272,20.1442767,28.3970217,36.877706700000005,46.0812848
229.75,0.0247755757,2.32212347,6.03851683,13.638593,20.287141000000002,28.5775972,37.089935700000005,46.3193416
